종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"073640","테라사이언스","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"62553504","100","6255350400","원(KRW)","이종석","055-213-7000","경남 창원시 성주동 30-5번지 "
"182690","테라셈","KOSDAQ","관리종목(소속부없음)",,"032601","반도체 제조업","12",,"21163148","500","10581574000","원(KRW)","이학우","043-240-8160","충청북도 청주시 청원구 오창읍 과학산업5로 9 "
"066700","테라젠이텍스","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"32414435","500","16207217500","원(KRW)","고진업, 류병환 (각자대표이사)","(031)497-4100","경기도 안산시 단원구 산단로 68번길 58(초지동) "
"095610","테스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"19768226","500","9884113000","원(KRW)","주숭일, 이재호 (각자 대표이사)","031-323-2552","경기도 용인시 처인구 양지면 중부대로 2374-36 "
"131970","테스나","KOSDAQ","우량기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"14759577","500","7379788500","원(KRW)","이종도","031-646-8500","경기도 평택시 산단로 16번길 72 "
"089030","테크윙","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"19318786","500","9723110000","원(KRW)","나윤성","031-378-5640","경기도 화성시 동탄면 동탄산단6길 37 "
"054450","텔레칩스","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"13505911","500","6752955500","원(KRW)","이장규","(02)3443-6792","서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층"
"091440","텔레필드","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"9175875","500","4587937500","원(KRW)","박노택","031-730-5900","경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)"
"200230","텔콘RF제약","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"87509012","100","8750901200","원(KRW)","김지훈","031-371-8502","경기도 용인시 기흥구 공세로 54 -"
"215480","토박스코리아","KOSDAQ","중견기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"45025370","100","4502537000","원(KRW)","이선근","02-6101-3639","서울특별시 구로구 디지털로26길 111 7층 702호"
"051360","토비스","KOSDAQ","우량기업부",,"032605","영상 및 음향기기 제조업","12",,"16717058","500","8358529000","원(KRW)","김 용 범, 하 희 조 ","032-712-5112","인천 연수구 송도동 7-10 "
"045340","토탈소프트","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8558040","500","4279020000","원(KRW)","최장수","070-4733-1000","부산광역시 해운대구 반송로513번길 66-39(석대동) "
"108230","톱텍","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"38023245","500","19147956000","원(KRW)","이재환","054-472-1100","경상북도 구미시 산동면 첨단기업5로 140-22 - "
"079970","투비소프트","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"31804885","500","15902442500","원(KRW)","조강희, 이경찬, 장선수 각자대표","02-2140-7700","서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)"
"105550","트루윈","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"13705609","500","6852804500","원(KRW)","남용현","042-612-5000","대전광역시 유성구 엑스포로 385 (주)트루윈"
"026150","특수건설","KOSDAQ","중견기업부",,"064102","토목 건설업","12",,"15625726","500","7812863000","원(KRW)","김중헌, 김도헌 (각자 대표이사)","02-590-6400","서울특별시 서초구 서운로 7 - "
"322180","티라유텍","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"5433750","100","543375000","원(KRW)","김정하, 조원철","02-3461-6531","서울특별시 강남구 학동로5길 7 "
"117730","티로보틱스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"11853448","500","5926724000","원(KRW)","안승욱","031-716-4507","경기도 오산시 가장산업서북로 103-37 (지곶동)"
"033830","티비씨","KOSDAQ","중견기업부",,"106002","텔레비전 방송업","12",,"100000000","500","50000000000","원(KRW)","최진민","537601900","대구광역시 수성구 동대구로 23 "
"057680","티사이언티픽","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"46956217","500","23478108500","원(KRW)","김상우","02-2181-8000","서울특별시 동작구 여의대방로62길 1 3층"
"064760","티씨케이","KOSDAQ","우량기업부",,"032309","기타 비금속 광물제품 제조업","12",,"11675000","500","5837500000","원(KRW)","쯔지 마사후미, 타카하시 히로시 (각자대표)","(031)677-0277","경기도 안성시 미양면 개정산업단지로 71- "
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"8430915","500","4215457500","원(KRW)","윤원수","031-431-3344","경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;"
"340570","티앤엘","KOSDAQ","중견기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"4064000","500","2432000000","원(KRW)","최윤소","031-323-3113","경기도 용인시 처인구 남사면 원암로 63 &nbsp"
"277880","티에스아이","KOSDAQ","기술성장기업부","이익미실현기업","032902","특수 목적용 기계 제조업","12",,"9267115","500","4633557500","원(KRW)","표인식","031-667-2623","경기도 화성시 향남읍 발안로 702-66 "
"131290","티에스이","KOSDAQ","우량기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"11061429","500","5530714500","원(KRW)","김철호, 오창수","041-581-9955","충청남도 천안시 서북구 직산읍 군수1길 189 -"
"356860","티엘비","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"4916315","500","2458157500","원(KRW)","백성현","031-8040-2055","경기도 안산시 단원구 신원로 305 "
"062860","티엘아이","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"9872720","500","4936360000","원(KRW)","김달수, 신윤홍","031-784-6800","경기도 성남시 중원구 양현로 405번길 12
티엘아이빌딩 7층, 8층, 9층 10층 "
"321550","티움바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"23783926","500","11891963000","원(KRW)","김훈택","070-4162-7320","경기도 성남시 분당구 대왕판교로644번길 49 4층(상평동, 다산타워)"
"104480","티케이케미칼","KOSDAQ","우량기업부",,"032005","화학섬유 제조업","12",,"90895434","500","45447717000","원(KRW)","이상일","02-2001-6000","대구광역시 북구  원대로 128 연우빌딩 3층"
"081150","티플랙스","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"24268402","500","12134201000","원(KRW)","김영국","031-488 -8800","경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)"
"130740","티피씨글로벌","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"11276679","500","5638339500","원(KRW)","이정훈","053-854-7500","경상북도 경산시  진량읍 일연로 574 "
"084730","팅크웨어","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"10425682","500","5212841000","원(KRW)","이흥복","02-589-9000","경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 "
"046210","파나진","KOSDAQ","관리종목(소속부없음)",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"32136660","500","16068330000","원(KRW)","김성기","042-861-9295","대전광역시 유성구  테크노10로 54 "
"034230","파라다이스","KOSDAQ","중견기업부",,"189102","유원지 및 기타 오락관련 서비스업","12",,"90942672","500","47032355000","원(KRW)","박병룡","02-2277-0190","서울특별시 중구  동호로 268 파라다이스빌딩 "
"033540","파라텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"16983690","500","8491845000","원(KRW)","정광원","02-3780-8704","경기도 부천시 원미구 길주로425번길 30-21 "
"043200","파루","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"38785447","500","19392723500","원(KRW)","강문식","061 -759 -5190","전남 순천시 서면 선평리 42-2 "
"214450","파마리서치프로덕트","KOSDAQ","우량기업부",,"074604","생활용품 도매업","12",,"9789072","500","4894536000","원(KRW)","각자대표이사 강기석
각자대표이사 김신규","033-645-7640","강원도 강릉시  과학단지로 77-19 &nbsp"
"208340","파멥신","KOSDAQ","기술성장기업부","기술성장기업","032102","의약품 제조업","12",,"14234550","500","7117275000","원(KRW)","유진산","042-863-2017","대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층"
"177830","파버나인","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"13532347","500","6766173500","원(KRW)","이제훈","032-814-6900","인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp"
"037070","파세코","KOSDAQ","우량기업부",,"032805","가정용 기기 제조업","12",,"14000000","500","7000000000","원(KRW)","유일한","031 -491 -4032","경기도 안산시 단원구 원시로 248 "
"150900","파수","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"11153093","500","5576546500","원(KRW)","조규곤","02-300-9000","서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 "
"037030","파워넷","KOSDAQ","중견기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"16243783","1000","16243783000","원(KRW)","김상우, 양승환","02-3282-0700","서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층 "
"047310","파워로직스","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"34420982","500","17442716000","원(KRW)","김원남","043-219-5600","충청북도 청원군  옥산면 과학산업4로 163 "
"170790","파이오링크","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"6856330","500","3428165000","원(KRW)","조영철","02-2025-6900","서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호"
"049120","파인디앤씨","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"26359944","500","13179972000","원(KRW)","홍성천,김종찬(각자대표)","031-463-8813","충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 "
"038950","파인디지털","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"10210765","500","5105382500","원(KRW)","김용훈","031-788-8800","경기도 성남시 분당구 성남대로925번길 41 "
"106240","파인테크닉스","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"43407136","500","21703568000","원(KRW)","김근우,이재규","031-463-8800","경기도 안양시 만안구 전파로24번길 93(안양동) (주)파인테크닉스 "
"131760","파인텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"42925080","500","21462540000","원(KRW)","강원일","02-711-7900","서울특별시 마포구 마포대로 38 내제2층202호(도화동)"
"065690","파커스","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"13963509","500","6981754500","원(KRW)","박창식","02-3443-5360","충남 천안시 성거읍 천흥리316-4 "
"140860","파크시스템스","KOSDAQ","기술성장기업부","기술성장기업","032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"6668855","500","3334427500","원(KRW)","박상일","031-546-6900","경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp"
"091700","파트론","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"54156410","500","27078205000","원(KRW)","김종구, 김종태","031-201-7700","경기도 화성시  삼성1로2길 22 (주)파트론"
"038160","팍스넷","KOSDAQ","관리종목(소속부없음)",,"106309","기타 정보 서비스업","12",,"12240376","500","6120188000","원(KRW)","고성웅","000-1688-5010","서울특별시 강남구 논현로 803 (신사동)"
"032800","판타지오","KOSDAQ","중견기업부",,"189001","창작 및 예술관련 서비스업","12",,"72703943","500","36351971500","원(KRW)","박재홍","02-3452-6100","서울특별시 강남구 역삼로 248 판타지오 빌딩 "
"318010","팜스빌","KOSDAQ","중견기업부",,"031007","기타 식품 제조업","12",,"7929338","500","3964669000","원(KRW)","이병욱","02-553-1323","서울특별시 강서구 마곡중앙8로3길 37 - "
"027710","팜스토리","KOSDAQ","중견기업부",,"031008","동물용 사료 및 조제식품 제조업","12",,"111416600","500","57508629000","원(KRW)","편명식, 배수한(각자대표)","02-501-1648","서울특별시 강남구  강남대로 310 유니온센터 3층 "
"225590","패션플랫폼","KOSDAQ","중견기업부",,"031401","봉제의복 제조업","12",,"26636713","100","2663671300","원(KRW)","박원희","02-573-1292","서울특별시 강남구 논현로28길 9 유진빌딩 3층"
"054300","팬스타엔터프라이즈","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"52447890","500","26223945000","원(KRW)","김현겸, 최영학 각자대표","000-1577-3520","부산광역시 중구 해관로 30 팬스타크루즈프라자"
"068050","팬엔터테인먼트","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"27247982","500","13623991000","원(KRW)","박영석","02-380-2100","서울특별시 마포구  월드컵북로58길 10 "
"222110","팬젠","KOSDAQ","기술성장기업부","기술성장기업","032102","의약품 제조업","12",,"9641781","500","4820890500","원(KRW)","김영부, 윤재승","031-733-9165","경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp"
"263750","펄어비스","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"13189850","500","6594925000","원(KRW)","정경인","031-476-8583","경기도 안양시 동안구 시민대로327번길 24 (관양동, 펄어비스 안양오피스)"
"251970","펌텍코리아","KOSDAQ","우량기업부",,"032202","플라스틱제품 제조업","12",,"12400000","500","6200000000","원(KRW)","이재신, 이도훈","0326834080","인천광역시 부평구 부평대로329번길 46 "
"087010","펩트론","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"20626853","500","10313426500","원(KRW)","최호일","042-360-8880","대전광역시 유성구 유성대로1628번길 37-24 "
"043370","평화정공","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"21000000","500","10500000000","원(KRW)","김상태, 이재승(각자대표이사)","(053)350-6311","대구 달서구 대천동 1032번지 "
"119500","포메탈","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"11847232","500","6012340000","원(KRW)","오호석","041-670-6200","충청남도 서산시  지곡면 무장산업로 229-7 "
"016670","포비스티앤씨","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"86559394","500","43279697000","원(KRW)","김종훈","02-2046-9323","서울특별시 용산구 서빙고로51길 52 6,7층 "
"056730","포스링크","KOSDAQ","투자주의환기종목(소속부없음)",,"074607","기타 전문 도매업","12",,"70703912","500","35351956000","원(KRW)","경규관","031-724-2222","경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 "
"022100","포스코 ICT","KOSDAQ","우량기업부",,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"152034729","500","76017364500","원(KRW)","손건재","054-280-1114","경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 "
"009520","포스코엠텍","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"41642703","500","20821351500","원(KRW)","민중기","054-280-8206","경상북도 포항시 남구  형산강북로 131 포스코엠텍"
"189690","포시에스","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","06",,"8260611","500","4130305500","원(KRW)","박미경","02-6188-8200","서울특별시 강남구 논현로 646 -"
"318020","포인트모바일","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"6430586","100","643058600","원(KRW)","강삼권","02-3397-7870","서울특별시 금천구 디지털로9길 32 (가산동, 갑을그레이트밸리) "
"256630","포인트엔지니어링","KOSDAQ","벤처기업부",,"032509","기타 금속 가공제품 제조업","12",,"56721562","100","5672156200","원(KRW)","안범모","070-4465-7318","충청남도 아산시 둔포면 아산밸리로 89 -"
"141020","포티스","KOSDAQ","투자주의환기종목(소속부없음)",,"074709","무점포 소매업","12",,"174440126","500","87220063000","원(KRW)","윤강열","031-709-1407","경기도 성남시 중원구 둔촌대로 305 4층 (하대원동) "
"290720","푸드나무","KOSDAQ","우량기업부",,"074709","무점포 소매업","12",,"6806034","500","3403017000","원(KRW)","김영문",,"서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 "
"005670","푸드웰","KOSDAQ","우량기업부",,"031003","과실, 채소 가공 및 저장 처리업","12",,"10000000","500","5000000000","원(KRW)","성기준, 성민겸","053-980-3320","대구광역시 달서구 성서서로 121 - "
"094940","푸른기술","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"6574202","500","3287101000","원(KRW)","함현철","02-6959-4700","서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층"
"007330","푸른저축은행","KOSDAQ","우량기업부",,"116401","은행 및 저축기관","12",,"15082800","1000","15082800000","원(KRW)","송명구 (단독대표)","02  -545 -9000","서울특별시 서초구 강남대로 581 "
"093380","풍강","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","08",,"9879313","500","4939656500","원(KRW)","김진용","031-359-3600","경기도 화성시  우정읍 남양만로 745 "
"023900","풍국주정","KOSDAQ","중견기업부",,"031101","알코올음료 제조업","12",,"12600000","500","6300000000","원(KRW)","이한용, 김규호(각자 대표이사)","053 -583 -2071","대구광역시 달서구 성서로 72 "
"195440","퓨전","KOSDAQ","투자주의환기종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"4135992","500","2067996000","원(KRW)","박일홍","02-547-7688","서울특별시 강남구 도산대로 532 5층(청담동,인희빌딩) "
"214270","퓨쳐스트림네트웍스","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"100876216","100","10087621600","원(KRW)","이상석","02-591-6683","서울특별시 강남구 언주로 637 싸이칸타워 "
"220100","퓨쳐켐","KOSDAQ","기술성장기업부","기술성장기업","032102","의약품 제조업","12",,"12983775","500","6491887500","원(KRW)","지대윤","02-497-3114","서울특별시 성동구 연무장3길 21 2층 &nbsp"
"035200","프럼파스트","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"9730590","500","4865295000","원(KRW)","원재희","044-865-9681","대전광역시 중구  동서대로 1187 "
"203690","프로스테믹스","KOSDAQ","벤처기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"45756948","100","4575694800","원(KRW)","박병순, 최은욱","02-545-2520","서울특별시 강남구 압구정로14길 22 -"
"053610","프로텍","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"11000000","500","5500000000","원(KRW)","최승환","031-470-0700","경기도 안양시 동안구 시민대로327번길 11-14(관양동) "
"335810","프리시젼바이오","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"11243846","500","5621923000","원(KRW)","김한신","042-867-6300","대전시 유성구 테크노2로 306 "
"053160","프리엠스","KOSDAQ","중견기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"6000000","500","3000000000","원(KRW)","박흥식","032-679-1477","경기도 부천시 오정구 삼작로178번길 14 "
"075130","플랜티넷","KOSDAQ","벤처기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"8960000","500","4480000000","원(KRW)","김태주","070-4489-7000","경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층"
"237820","플레이디","KOSDAQ","중견기업부",,"137103","광고업","12",,"12827140","500","6413570000","원(KRW)","허욱헌","031-796-6964","경기도 성남시 분당구 황새울로359번길 11 &nbsp"
"023770","플레이위드","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8703529","500","4351764500","원(KRW)","김학준","031-724-2400","경기도 성남시 분당구 판교로 256번길 25, 제C동  "
"300080","플리토","KOSDAQ","기술성장기업부","기술성장기업","106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"5209811","500","2604905500","원(KRW)","이정수","02-512-0142","서울특별시 강남구 테헤란로 211 한국고등교육재단빌딩 9층 "
"032580","피델릭스","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"32708336","500","16354168000","원(KRW)","안승한, 셰잉샤(Xie Yingxia)","031-785-3500","경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) "
"051380","피씨디렉트","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"7668536","500","3834268000","원(KRW)","서대식","(02)785-3001","서울특별시 용산구 원효로 138 8층 (원효로3가, 청진빌딩) "
"241820","피씨엘","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"10078897","500","5039448500","원(KRW)","김소연","070-4673-3433","서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호 &nbsp"
"237750","피앤씨테크","KOSDAQ","중견기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"6496600","500","3248300000","원(KRW)","조광식","031-452-5791","경기도 안양시 동안구 전파로104번길 62 "
"131390","피앤이솔루션","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"14818910","500","7409455000","원(KRW)","김용을","031-299-0100","경기도 수원시 권선구 산업로 185 -"
"024850","피에스엠씨","KOSDAQ","중견기업부",,"032602","전자부품 제조업","03",,"40016523","500","20008261500","원(KRW)","강대균","031-522-3700","경기도 화성시 향남읍 발안공단로4길 16 구문천리 928"
"319660","피에스케이","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"14765020","500","7382510000","원(KRW)","이경일","031-660-8703","경기도 화성시 삼성1로4길 48 "
"031980","피에스케이홀딩스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"21562395","500","10781197500","원(KRW)","박경수","031)660-8700","경기도 화성시  삼성1로4길 48 피에스케이"
"002230","피에스텍","KOSDAQ","우량기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"19669243","500","9834621500","원(KRW)","김 형 민","031-3408-1790","서울특별시 성동구 왕십리로 46(성수동1가) "
"347740","피엔케이피부임상연구센타","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"7502644","500","3751322000","원(KRW)","이해광","02-6925-1502","서울특별시 영등포구 국회대로62길 25 교육시설재난공제회관 4층 &nbsp"
"137400","피엔티","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"22461453","500","11230726500","원(KRW)","김준섭","054-469-6950","경상북도 구미시 첨단기업로 33 (주)피엔티"
"128660","피제이메탈","KOSDAQ","중견기업부",,"032402","1차 비철금속 제조업","12",,"24803369","500","12401684500","원(KRW)","원경연","02-555-4451","서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 "
"006140","피제이전자","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"15000000","500","7500000000","원(KRW)","김명욱","032 -326 -7000","경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층"
"304840","피플바이오","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"5647470","500","2823735000","원(KRW)","강성민","031-526-7825","경기도 성남시 분당구 판교로 242, C동 6층 "
"062970","피피아이","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"9308185","500","4654092500","원(KRW)","김진봉","062-972-0116","광주광역시 북구 첨단과기로 345 "
"087600","픽셀플러스","KOSDAQ","관리종목(소속부없음)",,"032602","전자부품 제조업","12",,"8166558","500","4083279000","원(KRW)","이서규","031-888-5300","경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp"
"057880","필로시스헬스케어","KOSDAQ","관리종목(소속부없음)",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"78696192","500","39348096000","원(KRW)","최인환","031-778-0800","경기도 성남시 분당구  정자일로 23  토필드 빌딜"
"161580","필옵틱스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"19986702","500","9993351000","원(KRW)","한기수","031-292-8321","경기도 수원시 권선구 산업로156번길 17 &nbsp"
"347770","핌스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"7264943","500","3632471500","원(KRW)","김영주","032-875-7333","인천광역시 남구 방축로 352, 101호 202호 (주안동) "
"332710","하나금융14호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4410000","100","441000000","원(KRW)","홍지헌","02-3771-3254","서울특별시 영등포구 의사당대로 82 &nbsp"
"341160","하나금융15호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4710000","100","471000000","원(KRW)","김철우","02-3771-3339","서울특별시 영등포구 의사당대로 82 "
"343510","하나금융16호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4010000","100","401000000","원(KRW)","한규정","02-3771-3497","서울특별시 영등포구 의사당대로 82 "
"299030","하나기술","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"3762726","500","1881363000","원(KRW)","오태봉","031-8053-4000","경기도 용인시 처인구 남사면 전나무골길2번길 56-7 &nbsp"
"067310","하나마이크론","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"30665423","500","15332711500","원(KRW)","이동철","041-539-1011","충남 아산시 음봉면 원남리 95-1번지 "
"307160","하나머스트제6호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4590000","100","459000000","원(KRW)","류제일","02-3771-3188","서울특별시 영등포구 의사당대로 82 &nbsp"
"166090","하나머티리얼즈","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"19627674","500","9813837000","원(KRW)","오경석","041-410-1255","충청남도 천안시 서북구 3공단3로 42 "
"136480","하림","KOSDAQ","중견기업부",,"031001","도축, 육류 가공 및 저장 처리업","12",,"106209702","500","53104851000","원(KRW)","김홍국, 박길연, 윤석춘(각자대표)","063-860-2114","전라북도 익산시  망성면 망성로 14 (주)하림"
"003380","하림지주","KOSDAQ","우량기업부",,"116409","기타 금융업","12",,"92341820","100","9275667700","원(KRW)","김홍국","02-2085-4684","전라북도 익산시 중앙로 121 - "
"149980","하이로닉","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"14099995","100","1409999500","원(KRW)","이진우","031-698-4900","경기도 용인시 수지구 신수로 767 19층(동천동, 분당수지U-TOWER) "
"013030","하이록코리아","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"13613232","500","6806616000","원(KRW)","문휴건, 문창환 각자대표이사","051 -970-0801","부산광역시 강서구 녹산산단27로 97 "
"126700","하이비젼시스템","KOSDAQ","우량기업부",,"032703","사진장비 및 광학기기 제조업","12",,"14942112","500","7471056000","원(KRW)","최 두 원","031-735-1573","경기도 성남시 중원구 둔촌대로 527 - "
"106080","하이소닉","KOSDAQ","관리종목(소속부없음)",,"032602","전자부품 제조업","12",,"14640726","1000","14640726000","원(KRW)","박광제","031-8040-0500","경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층"
"340120","하이제5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5020000","100","502000000","원(KRW)","한성룡","02-2122-9226","서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 14층 "
"221840","하이즈항공","KOSDAQ","중견기업부",,"033103","항공기,우주선 및 부품 제조업","12",,"17696167","500","8848083500","원(KRW)","하상헌","055-850-8800","경상남도 사천시 사남면 공단5로 24 &nbsp"
